month,floor_area_sqm,resale_price,age
2021-02-01,129,640000,20
2021-02-01,130,615000,20
2021-02-01,65,390000,45
2021-02-01,91,488000,47
2021-02-01,104,628000,32
2021-02-01,104,637000,33
2021-02-01,122,850000,32
2021-02-01,146,1128000,33
2021-02-01,154,1210000,33
2021-02-01,65,352000,44
2021-02-01,89,446000,38
2021-02-01,59,470000,44
2021-02-01,59,443000,44
2021-02-01,60,420000,40
2021-02-01,85,500000,39
2021-02-01,97,1018000,10
2021-02-01,97,940000,10
2021-02-01,94,950000,10
2021-02-01,94,1000000,10
2021-02-01,95,1000000,10
2021-02-01,107,538000,50
2021-02-01,108,1138000,10
2021-02-01,105,1015000,10
2021-02-01,106,1010000,10
2021-02-01,47,240000,4
2021-02-01,67,350000,4
2021-02-01,68,365000,4
2021-02-01,68,342500,4
2021-02-01,68,350000,4
2021-02-01,74,290000,37
2021-02-01,74,265000,37
2021-02-01,74,287900,42
2021-02-01,82,330000,40
2021-02-01,92,460000,4
2021-02-01,92,467000,4
2021-02-01,92,452000,4
2021-02-01,92,470000,4
2021-02-01,92,431800,4
2021-02-01,92,435000,4
2021-02-01,92,410000,4
2021-02-01,92,440000,4
2021-02-01,92,445000,4
2021-02-01,92,488000,4
2021-02-01,92,465000,4
2021-02-01,108,345000,27
2021-02-01,102,385000,22
2021-02-01,104,366000,31
2021-02-01,104,401100,28
2021-02-01,104,390000,28
2021-02-01,104,400000,28
2021-02-01,100,385000,22
2021-02-01,93,455000,5
2021-02-01,93,440000,5
2021-02-01,93,458888,5
2021-02-01,92,435000,8
2021-02-01,93,440000,5
2021-02-01,93,417000,5
2021-02-01,93,448000,5
2021-02-01,93,455000,5
2021-02-01,93,470000,4
2021-02-01,93,485000,4
2021-02-01,93,496000,4
2021-02-01,93,435000,4
2021-02-01,100,398000,22
2021-02-01,91,340080,19
2021-02-01,104,390000,22
2021-02-01,103,378000,22
2021-02-01,103,400000,22
2021-02-01,90,370000,19
2021-02-01,104,425000,28
2021-02-01,106,410000,25
2021-02-01,105,368000,27
2021-02-01,92,440000,6
2021-02-01,108,371000,25
2021-02-01,100,350000,23
2021-02-01,93,450000,4
2021-02-01,93,455000,4
2021-02-01,93,451000,4
2021-02-01,93,458000,4
2021-02-01,93,450000,4
2021-02-01,93,340000,40
2021-02-01,112,550000,4
2021-02-01,112,565888,4
2021-02-01,112,558000,4
2021-02-01,112,570000,4
2021-02-01,112,530000,4
2021-02-01,121,498000,22
2021-02-01,123,430000,28
2021-02-01,123,440000,21
2021-02-01,115,420000,22
2021-02-01,113,595000,5
2021-02-01,113,520000,5
2021-02-01,113,485000,5
2021-02-01,115,390000,22
2021-02-01,113,520000,5
2021-02-01,110,392000,19
2021-02-01,110,405000,19
2021-02-01,110,400888,19
2021-02-01,110,423800,18
2021-02-01,110,420000,19
2021-02-01,122,461000,32
2021-02-01,122,480000,32
2021-02-01,110,410000,18
2021-02-01,110,425000,18
2021-02-01,134,548000,25
2021-02-01,132,535000,25
2021-02-01,121,427500,26
2021-02-01,125,510000,26
2021-02-01,128,500000,26
2021-02-01,134,518000,25
2021-02-01,129,505000,25
2021-02-01,123,585000,23
2021-02-01,113,550000,4
2021-02-01,146,630000,32
2021-02-01,146,580000,32
2021-02-01,143,535000,28
2021-02-01,142,518000,26
2021-02-01,182,890000,23
2021-02-01,146,612000,32
2021-02-01,49,330000,8
2021-02-01,67,360000,43
2021-02-01,67,320000,43
2021-02-01,67,310000,43
2021-02-01,81,395000,43
2021-02-01,60,548000,7
2021-02-01,60,540000,7
2021-02-01,67,318888,42
2021-02-01,60,565000,7
2021-02-01,67,320000,42
2021-02-01,67,315000,42
2021-02-01,67,320000,42
2021-02-01,67,340000,42
2021-02-01,67,280000,42
2021-02-01,67,320000,42
2021-02-01,82,360000,42
2021-02-01,82,340000,41
2021-02-01,82,318000,41
2021-02-01,68,285000,41
2021-02-01,67,328000,41
2021-02-01,67,270000,41
2021-02-01,98,493000,43
2021-02-01,97,415000,43
2021-02-01,91,630000,8
2021-02-01,92,408000,43
2021-02-01,90,725888,15
2021-02-01,93,880000,9
2021-02-01,91,533000,42
2021-02-01,92,370000,42
2021-02-01,82,730000,7
2021-02-01,80,763000,7
2021-02-01,81,727000,7
2021-02-01,81,755000,7
2021-02-01,82,770000,7
2021-02-01,82,650000,7
2021-02-01,91,538000,40
2021-02-01,104,555000,37
2021-02-01,98,555000,37
2021-02-01,91,410000,41
2021-02-01,91,411000,40
2021-02-01,93,420000,41
2021-02-01,91,415000,41
2021-02-01,137,680000,43
2021-02-01,137,728000,43
2021-02-01,118,908000,8
2021-02-01,112,1095000,3
2021-02-01,105,936000,7
2021-02-01,105,1038000,7
2021-02-01,105,958000,7
2021-02-01,142,830000,37
2021-02-01,142,760000,37
2021-02-01,149,838000,36
2021-02-01,147,835000,36
2021-02-01,151,878000,37
2021-02-01,155,860000,37
2021-02-01,46,210000,48
2021-02-01,40,200000,50
2021-02-01,68,311000,40
2021-02-01,67,305000,41
2021-02-01,60.3,235000,54
2021-02-01,60,235000,54
2021-02-01,60,288000,50
2021-02-01,57,240000,50
2021-02-01,56,230000,52
2021-02-01,60,251000,52
2021-02-01,60,239000,52
2021-02-01,67,508000,5
2021-02-01,52,218000,50
2021-02-01,61,250000,52
2021-02-01,56,245000,54
2021-02-01,59,240000,49
2021-02-01,56,241000,52
2021-02-01,67,425000,5
2021-02-01,59,285000,44
2021-02-01,59,325000,44
2021-02-01,76,345000,45
2021-02-01,56,275000,52
2021-02-01,74,385000,36
2021-02-01,65,268000,44
2021-02-01,92,560000,38
2021-02-01,102,760000,23
2021-02-01,93,520000,40
2021-02-01,93,760000,5
2021-02-01,93,730000,5
2021-02-01,93,700000,5
2021-02-01,93,732000,5
2021-02-01,93,750000,5
2021-02-01,93,740000,5
2021-02-01,93,710000,5
2021-02-01,93,715000,5
2021-02-01,93,755000,5
2021-02-01,98,440000,44
2021-02-01,85,670000,15
2021-02-01,107,550000,37
2021-02-01,108,540000,38
2021-02-01,95,660000,10
2021-02-01,91,360000,41
2021-02-01,101,610000,24
2021-02-01,104,460000,36
2021-02-01,84,350000,35
2021-02-01,120,855000,23
2021-02-01,117,510000,44
2021-02-01,123,495000,44
2021-02-01,118,608000,41
2021-02-01,110,858000,21
2021-02-01,113,880000,21
2021-02-01,119,582000,44
2021-02-01,149,890000,36
2021-02-01,152,705000,36
2021-02-01,47,245000,9
2021-02-01,47,260000,9
2021-02-01,67,310000,9
2021-02-01,88,340000,43
2021-02-01,59,242000,46
2021-02-01,64,285000,32
2021-02-01,67,297000,38
2021-02-01,74,320000,35
2021-02-01,71,340000,28
2021-02-01,74,300000,34
2021-02-01,64,316888,33
2021-02-01,67,273000,37
2021-02-01,67,277000,37
2021-02-01,64,315000,34
2021-02-01,67,470000,7
2021-02-01,68,385000,4
2021-02-01,68,338000,4
2021-02-01,68,360000,5
2021-02-01,93,462000,6
2021-02-01,93,462000,6
2021-02-01,93,450000,6
2021-02-01,91,375000,40
2021-02-01,101,410000,24
2021-02-01,91,375000,40
2021-02-01,102,420000,24
2021-02-01,96,350000,39
2021-02-01,98,430000,36
2021-02-01,84,360000,35
2021-02-01,103,425000,31
2021-02-01,91,438000,35
2021-02-01,91,418000,36
2021-02-01,91,415000,36
2021-02-01,93,350000,36
2021-02-01,91,363000,36
2021-02-01,103,415000,33
2021-02-01,93,380000,38
2021-02-01,110,465000,31
2021-02-01,104,410000,34
2021-02-01,104,430000,35
2021-02-01,84,370000,34
2021-02-01,90,363000,35
2021-02-01,103,435000,31
2021-02-01,109,415000,32
2021-02-01,103,438000,32
2021-02-01,103,425000,34
2021-02-01,101,415000,22
2021-02-01,100,380000,22
2021-02-01,101,423000,22
2021-02-01,101,440000,22
2021-02-01,101,399888,22
2021-02-01,101,468000,24
2021-02-01,104,550000,29
2021-02-01,92,490000,5
2021-02-01,103,420000,29
2021-02-01,103,395000,29
2021-02-01,103,396000,29
2021-02-01,100,422000,23
2021-02-01,100,450000,23
2021-02-01,84,360000,34
2021-02-01,100,380000,23
2021-02-01,104,381000,36
2021-02-01,108,395000,37
2021-02-01,104,405000,36
2021-02-01,92,580000,7
2021-02-01,93,450000,6
2021-02-01,92,555000,5
2021-02-01,92,548000,5
2021-02-01,92,500000,5
2021-02-01,92,503000,5
2021-02-01,92,540000,5
2021-02-01,110,428000,18
2021-02-01,110,495000,17
2021-02-01,110,468000,17
2021-02-01,142,718000,37
2021-02-01,137,700000,38
2021-02-01,123,525000,24
2021-02-01,121,505000,36
2021-02-01,120,535000,23
2021-02-01,123,535000,32
2021-02-01,120,498000,34
2021-02-01,120,549888,34
2021-02-01,120,565000,23
2021-02-01,120,680000,21
2021-02-01,122,465000,29
2021-02-01,117,510000,24
2021-02-01,120,528889,22
2021-02-01,120,535000,22
2021-02-01,121,475000,34
2021-02-01,116,470000,22
2021-02-01,120,522000,24
2021-02-01,120,518000,23
2021-02-01,112,562000,6
2021-02-01,113,595000,6
2021-02-01,109,750000,7
2021-02-01,115,765000,5
2021-02-01,112,708000,5
2021-02-01,112,628000,5
2021-02-01,146,730000,30
2021-02-01,146,705000,30
2021-02-01,154,640000,35
2021-02-01,139,660000,24
2021-02-01,148,700000,31
2021-02-01,145,708000,34
2021-02-01,144,646000,35
2021-02-01,154,580000,36
2021-02-01,151,715000,34
2021-02-01,137,640000,22
2021-02-01,143,688000,29
2021-02-01,150,748000,29
2021-02-01,140,703000,22
2021-02-01,137,620000,22
2021-02-01,148,670000,37
2021-02-01,151,688000,37
2021-02-01,83,388888,39
2021-02-01,67,290000,38
2021-02-01,68,280000,39
2021-02-01,67,300000,39
2021-02-01,67,272000,36
2021-02-01,67,290000,36
2021-02-01,74,320000,37
2021-02-01,68,305000,38
2021-02-01,68,285000,38
2021-02-01,67,350000,5
2021-02-01,67,390000,5
2021-02-01,67,380000,5
2021-02-01,67,370000,5
2021-02-01,67,395000,5
2021-02-01,67,378000,5
2021-02-01,67,375000,5
2021-02-01,90,425000,40
2021-02-01,95,400000,38
2021-02-01,102,500000,21
2021-02-01,94,398000,39
2021-02-01,97,388000,38
2021-02-01,98,385000,38
2021-02-01,105,455000,37
2021-02-01,103,403800,37
2021-02-01,97,385000,43
2021-02-01,107,388000,28
2021-02-01,101,530000,23
2021-02-01,101,510000,23
2021-02-01,102,510000,23
2021-02-01,100,465000,22
2021-02-01,140,610000,37
2021-02-01,140,562000,37
2021-02-01,118,550000,36
2021-02-01,122,658000,21
2021-02-01,120,590000,39
2021-02-01,122,563000,34
2021-02-01,121,455000,38
2021-02-01,135,500000,36
2021-02-01,104,382000,42
2021-02-01,123,640000,22
2021-02-01,121,630000,23
2021-02-01,120,635000,22
2021-02-01,121,595000,23
2021-02-01,120,615000,22
2021-02-01,121,580000,23
2021-02-01,120,555000,23
2021-02-01,149,598000,36
2021-02-01,149,595000,36
2021-02-01,147,643000,36
2021-02-01,144,765000,23
2021-02-01,144,755000,23
2021-02-01,143,710000,23
2021-02-01,149,590000,36
2021-02-01,47,270000,7
2021-02-01,44,204000,43
2021-02-01,47,240000,7
2021-02-01,59,228000,46
2021-02-01,59,210000,46
2021-02-01,59,270000,46
2021-02-01,68,350000,7
2021-02-01,59,245000,43
2021-02-01,68,360000,7
2021-02-01,59,245000,43
2021-02-01,74,275000,44
2021-02-01,65,260000,44
2021-02-01,67,255000,49
2021-02-01,67,260000,50
2021-02-01,67,295000,36
2021-02-01,73,315000,37
2021-02-01,67,285000,39
2021-02-01,67,305000,39
2021-02-01,73,285000,33
2021-02-01,67,350000,9
2021-02-01,67,325000,9
2021-02-01,67,388000,9
2021-02-01,67,435000,7
2021-02-01,67,466888,7
2021-02-01,92,455000,6
2021-02-01,92,430000,6
2021-02-01,92,437000,6
2021-02-01,93,485000,7
2021-02-01,93,466000,6
2021-02-01,91,370000,36
2021-02-01,90,343000,19
2021-02-01,88,375000,20
2021-02-01,93,625000,4
2021-02-01,94,372000,18
2021-02-01,90,345000,19
2021-02-01,103,400000,37
2021-02-01,91,370000,36
2021-02-01,104,380000,37
2021-02-01,104,355000,37
2021-02-01,105,426000,37
2021-02-01,103,450000,37
2021-02-01,91,433000,21
2021-02-01,91,418000,21
2021-02-01,90,425000,21
2021-02-01,90,440000,21
2021-02-01,85,375000,21
2021-02-01,91,425000,19
2021-02-01,90,405000,20
2021-02-01,86,378000,19
2021-02-01,91,420000,20
2021-02-01,103,355000,30
2021-02-01,103,360000,31
2021-02-01,104,370000,31
2021-02-01,103,360000,33
2021-02-01,104,355000,32
2021-02-01,103,342000,33
2021-02-01,105,375000,32
2021-02-01,111,360000,32
2021-02-01,92,370000,13
2021-02-01,102,390000,24
2021-02-01,104,400000,24
2021-02-01,89,590000,7
2021-02-01,95,395000,20
2021-02-01,95,410000,20
2021-02-01,96,440000,20
2021-02-01,113,632000,6
2021-02-01,111,430000,19
2021-02-01,133,470000,36
2021-02-01,136,450000,37
2021-02-01,121,415000,32
2021-02-01,111,560000,21
2021-02-01,118,535000,23
2021-02-01,111,418000,19
2021-02-01,111,400000,19
2021-02-01,140,550000,37
2021-02-01,134,434000,37
2021-02-01,140,540000,37
2021-02-01,139,530000,37
2021-02-01,134,450000,37
2021-02-01,134,478000,37
2021-02-01,135,445000,37
2021-02-01,118,495000,39
2021-02-01,118,515000,39
2021-02-01,110,505000,20
2021-02-01,120,500000,23
2021-02-01,120,500000,23
2021-02-01,120,475000,23
2021-02-01,109,467000,21
2021-02-01,110,507000,19
2021-02-01,110,493888,20
2021-02-01,110,550000,20
2021-02-01,110,473000,13
2021-02-01,110,455000,13
2021-02-01,110,500000,13
2021-02-01,110,548888,20
2021-02-01,111,546888,21
2021-02-01,110,523000,20
2021-02-01,110,505000,21
2021-02-01,122,390000,31
2021-02-01,127,398000,28
2021-02-01,128,440000,28
2021-02-01,121,410000,31
2021-02-01,125,388000,25
2021-02-01,125,373000,28
2021-02-01,121,400000,31
2021-02-01,121,400000,32
2021-02-01,110,500000,15
2021-02-01,112,495000,13
2021-02-01,114,465000,13
2021-02-01,110,520000,13
2021-02-01,108,730000,7
2021-02-01,108,645000,7
2021-02-01,139,645000,23
2021-02-01,151,685000,36
2021-02-01,130,544000,21
2021-02-01,130,540000,21
2021-02-01,130,587500,21
2021-02-01,130,550000,20
2021-02-01,139,602000,25
2021-02-01,144,563000,25
2021-02-01,68,328000,42
2021-02-01,71,370000,49
2021-02-01,68,295000,49
2021-02-01,63,280000,40
2021-02-01,77,330000,49
2021-02-01,63,280000,40
2021-02-01,68,335000,42
2021-02-01,62,505000,17
2021-02-01,65,286000,47
2021-02-01,68,338000,42
2021-02-01,82,385000,42
2021-02-01,56,230000,51
2021-02-01,56,218000,51
2021-02-01,56,225000,51
2021-02-01,56,220000,50
2021-02-01,62,308000,52
2021-02-01,60,248000,52
2021-02-01,103,468000,37
2021-02-01,62,330000,37
2021-02-01,65,250000,48
2021-02-01,68,355000,40
2021-02-01,59,310000,45
2021-02-01,65,320000,47
2021-02-01,66,283000,47
2021-02-01,75,355000,40
2021-02-01,65,300000,47
2021-02-01,70,405000,42
2021-02-01,101,625000,24
2021-02-01,91,515000,45
2021-02-01,93,500000,40
2021-02-01,94,465000,40
2021-02-01,85,420000,19
2021-02-01,75,405000,19
2021-02-01,86,485000,20
2021-02-01,84,470000,34
2021-02-01,104,570000,34
2021-02-01,104,518000,34
2021-02-01,101,620000,22
2021-02-01,95,888000,4
2021-02-01,103,545000,24
2021-02-01,118,630000,40
2021-02-01,107,885000,10
2021-02-01,119,1008000,10
2021-02-01,126,785000,25
2021-02-01,120,650000,24
2021-02-01,122,672000,23
2021-02-01,110,855000,18
2021-02-01,110,880000,18
2021-02-01,135,718888,37
2021-02-01,105,680000,17
2021-02-01,120,640888,39
2021-02-01,110,725000,15
2021-02-01,110,860000,15
2021-02-01,124,720000,27
2021-02-01,141,830000,35
2021-02-01,59,310000,46
2021-02-01,65,370000,46
2021-02-01,65,425000,46
2021-02-01,76,439000,45
2021-02-01,65,380000,45
2021-02-01,68,382000,45
2021-02-01,70,397000,46
2021-02-01,59,352000,46
2021-02-01,76,387000,46
2021-02-01,82,418000,46
2021-02-01,82,525000,45
2021-02-01,88,420000,46
2021-02-01,88,452000,46
2021-02-01,88,532500,46
2021-02-01,120,739999,46
2021-02-01,120,640000,46
2021-02-01,120,705000,46
2021-02-01,120,780000,44
2021-02-01,122,880000,44
2021-02-01,117,655000,44
2021-02-01,120,795000,46
2021-02-01,86,671000,6
2021-02-01,104,413000,29
2021-02-01,105,470000,29
2021-02-01,113,470000,31
2021-02-01,113,445000,32
2021-02-01,105,400000,26
2021-02-01,104,401000,32
2021-02-01,103,420000,32
2021-02-01,104,430000,28
2021-02-01,93,569000,6
2021-02-01,93,515000,6
2021-02-01,93,520000,6
2021-02-01,93,566000,6
2021-02-01,93,511000,6
2021-02-01,93,530000,6
2021-02-01,93,560888,6
2021-02-01,93,555000,6
2021-02-01,93,500000,6
2021-02-01,93,575000,6
2021-02-01,93,550000,6
2021-02-01,113,540000,26
2021-02-01,105,420000,25
2021-02-01,105,410000,25
2021-02-01,105,420000,25
2021-02-01,106,438000,25
2021-02-01,104,440000,25
2021-02-01,129,535000,26
2021-02-01,121,533880,26
2021-02-01,105,760000,6
2021-02-01,126,550000,25
2021-02-01,124,525000,25
2021-02-01,137,555000,29
2021-02-01,137,550000,29
2021-02-01,122,480000,32
2021-02-01,121,475000,29
2021-02-01,128,508000,28
2021-02-01,127,490000,27
2021-02-01,128,473000,28
2021-02-01,128,485000,32
2021-02-01,126,500000,28
2021-02-01,113,658000,6
2021-02-01,113,645000,6
2021-02-01,113,655000,6
2021-02-01,127,542000,25
2021-02-01,127,527000,25
2021-02-01,154,700000,26
2021-02-01,146,615000,26
2021-02-01,145,688000,32
2021-02-01,147,715000,32
2021-02-01,145,705000,31
2021-02-01,142,688000,33
2021-02-01,146,560000,26
2021-02-01,144,640000,26
2021-02-01,147,610000,28
2021-02-01,147,590000,28
2021-02-01,147,628000,28
2021-02-01,152,585000,28
2021-02-01,147,600000,28
2021-02-01,148,560000,28
2021-02-01,150,555000,28
2021-02-01,146,628000,29
2021-02-01,149,680000,29
2021-02-01,146,625000,28
2021-02-01,145,670000,28
2021-02-01,145,670000,28
2021-02-01,146,750888,26
2021-02-01,148,660000,25
2021-02-01,143,612682,25
2021-02-01,44,270000,6
2021-02-01,44,243000,6
2021-02-01,44,265000,6
2021-02-01,50,275000,9
2021-02-01,50,285000,9
2021-02-01,46,260000,7
2021-02-01,47,280000,5
2021-02-01,47,268000,5
2021-02-01,68,368000,5
2021-02-01,68,395000,5
2021-02-01,65,380000,6
2021-02-01,65,360000,5
2021-02-01,65,370000,5
2021-02-01,65,355000,5
2021-02-01,68,406800,5
2021-02-01,67,363000,7
2021-02-01,67,400000,7
2021-02-01,67,410000,5
2021-02-01,67,385000,5
2021-02-01,67,425000,5
2021-02-01,67,357000,6
2021-02-01,67,362888,6
2021-02-01,67,400000,5
2021-02-01,67,369000,6
2021-02-01,67,400000,6
2021-02-01,68,350000,5
2021-02-01,85,395000,17
2021-02-01,91,373000,18
2021-02-01,93,400000,4
2021-02-01,90,405000,18
2021-02-01,93,455000,4
2021-02-01,85,408000,17
2021-02-01,93,466000,4
2021-02-01,93,491888,5
2021-02-01,93,500000,5
2021-02-01,93,505000,5
2021-02-01,95,385000,18
2021-02-01,93,500000,5
2021-02-01,90,455000,6
2021-02-01,92,458000,9
2021-02-01,92,462888,9
2021-02-01,92,460000,9
2021-02-01,90,465000,6
2021-02-01,94,430000,9
2021-02-01,90,435000,6
2021-02-01,90,395000,16
2021-02-01,95,480000,7
2021-02-01,93,525000,11
2021-02-01,94,475000,7
2021-02-01,94,478000,7
2021-02-01,95,430000,17
2021-02-01,93,505000,5
2021-02-01,93,420000,8
2021-02-01,93,530000,5
2021-02-01,90,463000,5
2021-02-01,93,454888,9
2021-02-01,93,518000,5
2021-02-01,93,545000,5
2021-02-01,92,400000,16
2021-02-01,93,525000,5
2021-02-01,93,469000,9
2021-02-01,93,530000,5
2021-02-01,93,425000,9
2021-02-01,93,470000,8
2021-02-01,93,520888,5
2021-02-01,91,420000,14
2021-02-01,93,530000,5
2021-02-01,91,420000,14
2021-02-01,90,438000,5
2021-02-01,93,469000,5
2021-02-01,93,468000,5
2021-02-01,93,520000,5
2021-02-01,90,445000,5
2021-02-01,93,468000,8
2021-02-01,92,440000,14
2021-02-01,92,445000,12
2021-02-01,92,439888,12
2021-02-01,93,480000,5
2021-02-01,92,400000,7
2021-02-01,90,380000,18
2021-02-01,90,410000,17
2021-02-01,93,528000,8
2021-02-01,99,580000,8
2021-02-01,93,460000,5
2021-02-01,93,510000,5
2021-02-01,90,395000,18
2021-02-01,92,430000,7
2021-02-01,92,420000,7
2021-02-01,93,530000,10
2021-02-01,93,450000,8
2021-02-01,92,465000,7
2021-02-01,90,450000,14
2021-02-01,92,460000,9
2021-02-01,90,405000,14
2021-02-01,92,451800,9
2021-02-01,92,525000,5
2021-02-01,92,528000,5
2021-02-01,92,485000,5
2021-02-01,93,535000,7
2021-02-01,92,485000,5
2021-02-01,93,527888,7
2021-02-01,92,510000,5
2021-02-01,92,535000,5
2021-02-01,92,520000,5
2021-02-01,92,552888,5
2021-02-01,94,543000,7
2021-02-01,92,563000,5
2021-02-01,92,480000,5
2021-02-01,93,545000,7
2021-02-01,92,555000,5
2021-02-01,92,545000,5
2021-02-01,93,475000,5
2021-02-01,92,515000,6
2021-02-01,93,558000,4
2021-02-01,92,520000,6
2021-02-01,93,535000,4
2021-02-01,93,488000,4
2021-02-01,93,535000,4
2021-02-01,93,460000,5
2021-02-01,93,510000,5
2021-02-01,92,520000,6
2021-02-01,92,478000,6
2021-02-01,92,413000,6
2021-02-01,93,425000,5
2021-02-01,93,528888,5
2021-02-01,93,500000,5
2021-02-01,93,445000,5
2021-02-01,93,455000,5
2021-02-01,93,505000,5
2021-02-01,93,500000,5
2021-02-01,93,500000,5
2021-02-01,110,406000,17
2021-02-01,112,460000,18
2021-02-01,110,440000,18
2021-02-01,111,420000,18
2021-02-01,110,435000,18
2021-02-01,110,440000,18
2021-02-01,110,445000,18
2021-02-01,112,445000,18
2021-02-01,110,405000,17
2021-02-01,113,593000,5
2021-02-01,110,430000,18
2021-02-01,113,652000,5
2021-02-01,113,695000,5
2021-02-01,110,455000,18
2021-02-01,113,648000,5
2021-02-01,114,475000,17
2021-02-01,110,478888,18
2021-02-01,110,475000,16
2021-02-01,110,500000,16
2021-02-01,114,465000,17
2021-02-01,110,492488,16
2021-02-01,110,420000,16
2021-02-01,113,675000,5
2021-02-01,113,625000,5
2021-02-01,113,675000,5
2021-02-01,113,620000,5
2021-02-01,113,590000,5
2021-02-01,113,650000,5
2021-02-01,110,600000,5
2021-02-01,113,690000,5
2021-02-01,113,620888,5
2021-02-01,110,562888,5
2021-02-01,111,438000,16
2021-02-01,110,625000,5
2021-02-01,110,608000,5
2021-02-01,111,450000,16
2021-02-01,110,585000,5
2021-02-01,113,650000,5
2021-02-01,113,675000,5
2021-02-01,113,665000,5
2021-02-01,113,638000,8
2021-02-01,110,480000,17
2021-02-01,110,430000,18
2021-02-01,115,648000,8
2021-02-01,110,425000,18
2021-02-01,109,425000,19
2021-02-01,113,610000,5
2021-02-01,110,468000,19
2021-02-01,110,428000,18
2021-02-01,110,430000,18
2021-02-01,115,580000,8
2021-02-01,117,660000,8
2021-02-01,113,700000,8
2021-02-01,116,735000,7
2021-02-01,112,716000,5
2021-02-01,112,700000,5
2021-02-01,112,660000,5
2021-02-01,112,620000,5
2021-02-01,112,690000,5
2021-02-01,112,605000,5
2021-02-01,112,685000,5
2021-02-01,112,580000,5
2021-02-01,113,538000,5
2021-02-01,113,573000,5
2021-02-01,112,610888,6
2021-02-01,113,620000,5
2021-02-01,113,585000,5
2021-02-01,112,625000,6
2021-02-01,112,639000,6
2021-02-01,112,680000,6
2021-02-01,112,700000,6
2021-02-01,130,570000,18
2021-02-01,130,555000,18
2021-02-01,130,555000,18
2021-02-01,128,565000,17
2021-02-01,128,520000,17
2021-02-01,46,218000,54
2021-02-01,60,275000,54
2021-02-01,64,334000,51
2021-02-01,60,288000,52
2021-02-01,60,270000,52
2021-02-01,60,264000,54
2021-02-01,60,268000,54
2021-02-01,65,646000,5
2021-02-01,65,697000,5
2021-02-01,65,638000,5
2021-02-01,65,690000,5
2021-02-01,65,641888,5
2021-02-01,65,646888,5
2021-02-01,65,270000,46
2021-02-01,65,321500,45
2021-02-01,65,308000,45
2021-02-01,65,330000,45
2021-02-01,73,355000,47
2021-02-01,65,330000,47
2021-02-01,65,340000,47
2021-02-01,65,362000,47
2021-02-01,65,360000,47
2021-02-01,65,400000,46
2021-02-01,72,395000,51
2021-02-01,72,380000,51
2021-02-01,67,265000,51
2021-02-01,60,285000,51
2021-02-01,60,270000,51
2021-02-01,69,580000,10
2021-02-01,106,689000,25
2021-02-01,103,780000,25
2021-02-01,95,948888,5
2021-02-01,83,788000,5
2021-02-01,83,800000,5
2021-02-01,87,875000,5
2021-02-01,83,835000,5
2021-02-01,83,855000,5
2021-02-01,83,780000,5
2021-02-01,109,988000,5
2021-02-01,83,825000,5
2021-02-01,83,870000,5
2021-02-01,83,870000,5
2021-02-01,97,880000,5
2021-02-01,97,820000,5
2021-02-01,87,890000,5
2021-02-01,92,600000,18
2021-02-01,88,654000,9
2021-02-01,92,825000,8
2021-02-01,106,700000,24
2021-02-01,88,502888,46
2021-02-01,92,882888,9
2021-02-01,92,875000,9
2021-02-01,92,881000,9
2021-02-01,85,350000,51
2021-02-01,107,655000,25
2021-02-01,134,975000,53
2021-02-01,94,790000,10
2021-02-01,90,708888,15
2021-02-01,105,738000,28
2021-02-01,98,838000,10
2021-02-01,90,798000,13
2021-02-01,90,720000,13
2021-02-01,122,955000,25
2021-02-01,104,1060000,5
2021-02-01,122,1060000,5
2021-02-01,112,815000,18
2021-02-01,123,652000,45
2021-02-01,125,611888,43
2021-02-01,134,720000,28
2021-02-01,117,650000,44
2021-02-01,117,818000,46
2021-02-01,117,790000,46
2021-02-01,111,760000,21
2021-02-01,110,850000,13
2021-02-01,146,1050000,26
2021-02-01,147,1138800,26
2021-02-01,47,258000,6
2021-02-01,47,230000,6
2021-02-01,68,305000,6
2021-02-01,68,320000,6
2021-02-01,68,325000,6
2021-02-01,67,315000,6
2021-02-01,67,322000,6
2021-02-01,67,330000,6
2021-02-01,87,360000,17
2021-02-01,90,360000,20
2021-02-01,100,380000,23
2021-02-01,93,450000,20
2021-02-01,85,335000,19
2021-02-01,93,460000,6
2021-02-01,95,360000,20
2021-02-01,100,415000,22
2021-02-01,95,405500,20
2021-02-01,92,448000,6
2021-02-01,100,390000,22
2021-02-01,85,398000,17
2021-02-01,90,378888,17
2021-02-01,110,473000,20
2021-02-01,110,385000,18
2021-02-01,111,400000,17
2021-02-01,111,415000,17
2021-02-01,110,505000,20
2021-02-01,110,428000,19
2021-02-01,111,485000,20
2021-02-01,121,435000,22
2021-02-01,115,455000,22
2021-02-01,110,425000,21
2021-02-01,110,450000,20
2021-02-01,110,430000,20
2021-02-01,130,500000,20
2021-02-01,130,528000,20
2021-02-01,130,530000,20
2021-02-01,46,265000,6
2021-02-01,46,282000,6
2021-02-01,47,310088,9
2021-02-01,67,342000,6
2021-02-01,68,368000,8
2021-02-01,68,350000,5
2021-02-01,68,380888,5
2021-02-01,68,360000,5
2021-02-01,68,380000,5
2021-02-01,68,336000,5
2021-02-01,68,363000,5
2021-02-01,92,467500,6
2021-02-01,95,480000,6
2021-02-01,92,430000,6
2021-02-01,92,500000,6
2021-02-01,85,370000,19
2021-02-01,90,435000,19
2021-02-01,86,412000,19
2021-02-01,92,417000,18
2021-02-01,92,468000,6
