"year","household_size","house_category","flat_price"
2020,"2-member","3Gen",810075.5364
2020,"2-member","2-room",380987.3017
2020,"1-member","4-room",620401.9953
2020,"6-member","5-room",701561.2442
2020,"6-member","3-room",521088.6298
2020,"1-member","2-room",410005.7844
2020,"1-member","4-room",604722.4538
2020,"2-member","5-room",682961.8433
2020,"5-member","2-room",391108.6882
2020,"3-member","3Gen",827392.1762
2020,"2-member","3-room",514009.9855
2020,"3-member","2-room",411287.7727
2020,"4-member","4-room",560658.6785
2020,"1-member","4-room",570665.0267
2020,"5-member","3Gen",820477.8384
2020,"4-member","5-room",659801.9297
2020,"3-member","4-room",584348.4708
2020,"4-member","5-room",705615.8472
2020,"5-member","3Gen",840734.9964
2020,"3-member","3Gen",831070.0541
2020,"4-member","Executive",909124.6166
2020,"2-member","3-room",510285.2065
2020,"5-member","2-room",366805.6588
2020,"2-member","4-room",623214.5269
2020,"1-member","5-room",646992.5935
2020,"3-member","3-room",445257.0075
2020,"4-member","5-room",691884.78
2020,"4-member","3-room",528648.532
2020,"3-member","3-room",457167.1953
2020,"3-member","5-room",715468.8024
2020,"1-member","3-room",511589.7529
2020,"5-member","3Gen",827433.4439
2020,"2-member","5-room",652046.924
2020,"5-member","Executive",886414.5328
2020,"1-member","4-room",624343.5167
2020,"2-member","3-room",501600.1293
2020,"3-member","5-room",685097.8826
2020,"3-member","3-room",497087.8121
2020,"4-member","3-room",504283.0473
2020,"2-member","4-room",603889.6128
2020,"4-member","3Gen",757230.9309
2020,"6-member","3Gen",847391.0462
2020,"1-member","5-room",710880.8914
2020,"2-member","4-room",629438.9197
2020,"2-member","3-room",510615.8598
2020,"2-member","5-room",686838.9256
2020,"2-member","5-room",694871.4738
2020,"6-member","2-room",423194.3556
2020,"2-member","Executive",923978.1147
2020,"4-member","4-room",601790.3976
2020,"2-member","3-room",478801.2515
2020,"4-member","3-room",472199.6149
2020,"5-member","4-room",600494.714
2020,"2-member","3-room",513000.1684
2020,"4-member","Executive",924127.0282
2020,"2-member","3-room",500031.5024
2020,"5-member","Executive",938099.5728
2020,"6-member","3Gen",803913.9508
2020,"5-member","Executive",904913.5468
2020,"2-member","4-room",574858.8025
2020,"4-member","2-room",464817.2208
2020,"3-member","2-room",411374.8684
2020,"3-member","3-room",462939.5991
2020,"2-member","3-room",496645.4256
2020,"2-member","4-room",632861.8488
2020,"1-member","3-room",547997.5615
2020,"4-member","Executive",926149.4167
2020,"3-member","5-room",648915.8864
2020,"5-member","5-room",689406.4827
2020,"2-member","3Gen",800457.8438
2020,"2-member","5-room",703520.1056
2020,"2-member","Executive",889388.3753
2020,"2-member","3Gen",799698.7904
2020,"1-member","3-room",509675.2084
2020,"1-member","2-room",385019.7606
2020,"2-member","2-room",365849.1204
2020,"3-member","2-room",407294.363
2020,"1-member","5-room",744481.0069
2020,"4-member","3-room",514803.6427
2020,"1-member","Executive",878808.7331
2020,"1-member","3-room",518044.2786
2020,"4-member","3Gen",798609.8706
2020,"2-member","4-room",579751.0772
2020,"6-member","Executive",910304.2667
2020,"1-member","Executive",880185.9258
2020,"5-member","3-room",471812.7205
2020,"4-member","4-room",567039.7222
2020,"3-member","5-room",689285.4385
2020,"2-member","Executive",850084.0274
2020,"4-member","5-room",691964.5233
2020,"4-member","3-room",527476.6443
2020,"1-member","3-room",504358.4995
2020,"5-member","5-room",697183.7984
2020,"2-member","3-room",512059.2318
2020,"3-member","3Gen",830386.7419
2020,"3-member","2-room",377797.8692
2020,"6-member","5-room",714951.4186
2020,"1-member","4-room",622407.1779
2020,"3-member","Executive",883719.4749
2020,"5-member","2-room",422729.1264
2020,"3-member","3Gen",778105.6942
2020,"5-member","2-room",369618.8967
2020,"4-member","Executive",894564.1344
2020,"3-member","4-room",556252.1131
2020,"3-member","5-room",713118.1455
2020,"6-member","2-room",411280.4996
2020,"6-member","5-room",714593.9877
2020,"3-member","3Gen",816818.6174
2020,"4-member","5-room",688144.7427
2020,"4-member","4-room",645716.766
2020,"2-member","3Gen",822184.7186
2020,"4-member","4-room",592379.9254
2020,"1-member","5-room",669450.7952
2020,"2-member","3-room",440659.6741
2020,"4-member","Executive",914668.1765
2020,"6-member","2-room",395397.0236
2020,"5-member","3-room",474033.7091
2020,"5-member","Executive",839154.2158
2020,"4-member","3Gen",797879.6003
2020,"2-member","3-room",498061.347
2020,"2-member","3Gen",859567.6296
2020,"1-member","3-room",550175.8127
2020,"5-member","5-room",680085.0566
2020,"2-member","Executive",929237.5661
2020,"1-member","3-room",462289.389
2020,"6-member","4-room",603213.481
2020,"4-member","4-room",626599.3415
2020,"4-member","4-room",583888.1161
2020,"2-member","Executive",819916.28
2020,"2-member","4-room",615035.8071
2020,"1-member","3-room",434421.5024
2020,"1-member","5-room",711482.9409
2020,"3-member","3-room",489152.0537
2020,"4-member","3-room",518858.617
2020,"3-member","Executive",924719.958
2020,"5-member","4-room",621150.1381
2020,"2-member","3-room",498288.0518
2020,"2-member","3-room",474793.264
2020,"4-member","3-room",499300.1697
2020,"2-member","2-room",415811.7216
2020,"3-member","3-room",548497.3999
2020,"2-member","3Gen",777208.3057
2020,"3-member","Executive",780280.9812
2020,"5-member","5-room",674855.8708
2020,"6-member","Executive",892038.1454
2020,"1-member","3Gen",783981.343
2020,"2-member","5-room",695851.4518
2020,"1-member","3-room",488409.3417
2020,"3-member","4-room",615434.0712
2020,"4-member","3-room",476819.5923
2020,"1-member","5-room",563277.2514
2020,"2-member","Executive",906792.5479
2020,"5-member","5-room",667486.4437
2020,"3-member","4-room",566759.9007
2020,"2-member","5-room",732557.7039
2020,"3-member","3-room",481273.1512
2020,"3-member","3-room",494679.8939
2020,"4-member","4-room",580936.8025
2020,"3-member","2-room",401255.7192
2020,"4-member","4-room",535005.2524
2020,"1-member","3-room",477642.9802
2020,"3-member","5-room",719124.8655
2020,"2-member","3-room",477593.4507
2020,"3-member","4-room",610868.5391
2020,"1-member","3-room",507891.0925
2020,"5-member","Executive",896311.2189
2020,"4-member","3-room",474125.759
2020,"2-member","3-room",490555.6974
2020,"4-member","3-room",495227.6135
2020,"1-member","2-room",364010.6101
2020,"2-member","4-room",615541.6218
2020,"3-member","3-room",437749.7065
2020,"4-member","5-room",696065.531
2020,"5-member","3-room",501487.063
2020,"5-member","4-room",603581.948
2020,"4-member","2-room",376362.8175
2020,"2-member","2-room",412085.5849
2020,"6-member","Executive",916983.1737
2020,"6-member","5-room",644214.6277
2020,"2-member","2-room",393565.5224
2020,"3-member","3-room",445878.4156
2020,"6-member","5-room",710538.6828
2020,"4-member","2-room",405540.7604
2020,"4-member","3-room",488640.5837
2020,"3-member","5-room",659155.3957
2020,"3-member","3-room",464732.9558
2020,"3-member","3-room",474012.5104
2020,"6-member","4-room",639962.1224
2020,"1-member","3-room",466333.8377
2020,"5-member","4-room",591492.0126
2020,"2-member","3-room",503848.251
2020,"1-member","2-room",419101.8149
2020,"3-member","5-room",696930.9773
2020,"3-member","Executive",918292.2019
2020,"6-member","Executive",860408.8575
2020,"4-member","2-room",386341.87
2020,"3-member","2-room",428224.1446
2020,"3-member","3Gen",772578.4974
2020,"3-member","3-room",548039.7517
2020,"4-member","2-room",409441.1713
2020,"4-member","3Gen",828155.9872
2020,"3-member","2-room",440370.7817
2020,"6-member","3-room",562973.9107
2020,"3-member","4-room",611855.4354
2020,"4-member","3Gen",802846.3429
2020,"2-member","4-room",603502.3021
2020,"1-member","3Gen",838665.5216
2020,"1-member","3Gen",848638.8536
2020,"4-member","5-room",710214.5126
2020,"2-member","Executive",923101.0537
2020,"1-member","4-room",590878.7192
2020,"4-member","5-room",678538.4135
2020,"5-member","3Gen",786419.2944
2020,"4-member","5-room",701703.9682
2020,"4-member","3-room",490243.3228
2020,"4-member","3-room",478015.543
2020,"2-member","3Gen",792141.383
2020,"5-member","3Gen",656953.709
2020,"2-member","3-room",492096.6343
2020,"1-member","3Gen",788972.1435
2020,"4-member","3-room",492057.4098
2020,"5-member","2-room",405850.9976
2020,"5-member","3Gen",817039.84
2020,"2-member","2-room",425697.8361
2020,"1-member","3-room",518866.3471
